id,match_id,region,game_mode,elo,version,blue_one,blue_two,blue_three,blue_four,blue_five,red_one,red_two,red_three,red_four,red_five,winning_team
3048,NA1_5033451190,NA1,ARAM,UNRANKED,14.13.598.9749,Hecarim,Gragas,Teemo,Shen,Kaisa,Ahri,Fizz,Draven,KogMaw,Nasus,1
4384,NA1_5033129117,NA1,CLASSIC,UNRANKED,14.13.598.9749,Gragas,Hecarim,Malphite,Ezreal,Xerath,Shen,Khazix,TwistedFate,Tristana,Braum,0
3050,NA1_5035308570,NA1,ARAM,UNRANKED,14.13.598.9749,Leona,Brand,Hwei,Milio,Graves,Ornn,Garen,KogMaw,Heimerdinger,Caitlyn,1
3051,NA1_5035311106,NA1,ARAM,BRONZE I,14.13.598.9749,Singed,Zyra,Rengar,Xayah,Senna,FiddleSticks,Khazix,Qiyana,Velkoz,Ezreal,0
3052,NA1_5035288975,NA1,ARAM,GOLD IV,14.13.598.9749,Xerath,Yasuo,Yuumi,Jinx,Aatrox,Malzahar,Briar,Diana,Kayle,Karma,0
3053,NA1_5034997463,NA1,ARAM,UNRANKED,14.13.598.9749,LeeSin,Varus,Akali,Pantheon,Gangplank,Renekton,Renata,Kindred,Ezreal,Bard,1
3054,NA1_5034696841,NA1,ARAM,UNRANKED,14.13.598.9749,Zeri,Shen,Syndra,Nilah,Blitzcrank,Morgana,Zac,Anivia,Pantheon,Udyr,0
3055,NA1_5034637497,NA1,ARAM,SILVER IV,14.13.598.9749,MissFortune,Kassadin,Seraphine,Lulu,Akali,Ekko,Lillia,Kindred,Zed,Ashe,0
3056,NA1_5034391796,NA1,ARAM,UNRANKED,14.13.598.9749,Caitlyn,MonkeyKing,Naafiri,Sivir,Heimerdinger,Teemo,Lillia,Velkoz,Ahri,Ezreal,1
3057,NA1_5034296651,NA1,ARAM,UNRANKED,14.13.598.9749,Caitlyn,Nami,Samira,Shen,Annie,Aphelios,Heimerdinger,TahmKench,Kaisa,Belveth,0
3058,NA1_5034140100,NA1,ARAM,UNRANKED,14.13.598.9749,Sett,Karma,Smolder,Malphite,Brand,Rumble,Nami,Mordekaiser,Veigar,Jinx,0
3059,NA1_5034037271,NA1,ARAM,UNRANKED,14.13.598.9749,Velkoz,Kayn,Nami,Sona,Annie,Zilean,Warwick,Chogath,Gangplank,FiddleSticks,1
3060,NA1_5034007865,NA1,ARAM,SILVER II,14.13.598.9749,Kaisa,Jinx,Taliyah,Malzahar,DrMundo,Qiyana,Taric,MissFortune,Gwen,Draven,0
3061,NA1_5033752913,NA1,ARAM,UNRANKED,14.13.598.9749,Leona,Anivia,Maokai,Smolder,Morgana,Tristana,AurelionSol,Yuumi,KogMaw,Talon,0
3062,NA1_5033648530,NA1,ARAM,UNRANKED,14.13.598.9749,Taric,AurelionSol,Nami,Nilah,Diana,Zeri,Rammus,DrMundo,Mordekaiser,Jinx,0
3063,NA1_5033405937,NA1,ARAM,UNRANKED,14.13.598.9749,Mordekaiser,Fiora,Viktor,Malzahar,Aphelios,Gwen,Ziggs,Alistar,Nautilus,Jhin,0
3064,NA1_5032981685,NA1,ARAM,UNRANKED,14.13.598.9749,Lucian,DrMundo,Lulu,Nunu,Graves,Naafiri,Neeko,Zoe,Mordekaiser,Kayle,0
3065,NA1_5032978121,NA1,ARAM,UNRANKED,14.13.598.9749,Syndra,Jinx,Varus,Sett,Velkoz,Morgana,MasterYi,Katarina,Seraphine,Talon,0
3066,NA1_5032786591,NA1,ARAM,UNRANKED,14.13.598.9749,Poppy,Swain,Zoe,Graves,TwistedFate,Heimerdinger,Senna,Garen,TahmKench,LeeSin,1
3067,NA1_5032301824,NA1,ARAM,UNRANKED,14.13.598.9749,Velkoz,Thresh,Twitch,JarvanIV,Gragas,Pantheon,Azir,Ezreal,Viktor,Olaf,1
3068,NA1_5032285660,NA1,ARAM,UNRANKED,14.13.598.9749,TwistedFate,Sivir,Poppy,Kennen,Veigar,Morgana,Tristana,LeeSin,Yasuo,Rakan,0
3069,NA1_5035503548,NA1,ARAM,UNRANKED,14.13.598.9749,Bard,Varus,Sona,Malphite,Alistar,Ekko,Jinx,Sett,LeeSin,Rammus,0
3070,NA1_5035481840,NA1,ARAM,PLATINUM II,14.13.598.9749,Ashe,Nidalee,Amumu,Garen,Skarner,Kayn,Draven,Lux,Zac,Akali,0
4322,NA1_5032668446,NA1,CLASSIC,DIAMOND IV,14.13.598.9749,Renekton,Nidalee,Irelia,Tristana,Leona,Garen,Elise,Sylas,Kaisa,Nautilus,0
3072,NA1_5035180270,NA1,ARAM,EMERALD III,14.13.598.9749,Xerath,Malphite,Nautilus,Nidalee,Gnar,Zac,Jhin,Veigar,Amumu,Sylas,1
3073,NA1_5035163258,NA1,ARAM,UNRANKED,14.13.598.9749,Ornn,Nami,Nautilus,Ahri,Aatrox,Teemo,Kaisa,Karma,Renekton,Lucian,1
3074,NA1_5035144391,NA1,ARAM,SILVER I,14.13.598.9749,Briar,Irelia,Xerath,Akshan,Kayle,Ahri,Pantheon,Leblanc,Caitlyn,Nocturne,0
3075,NA1_5035126168,NA1,ARAM,UNRANKED,14.13.598.9749,Sona,Kindred,Fizz,Heimerdinger,Illaoi,JarvanIV,Malphite,Shaco,KogMaw,Urgot,0
3076,NA1_5035081048,NA1,ARAM,UNRANKED,14.13.598.9749,Teemo,Ashe,Gangplank,Akshan,Malzahar,Katarina,MonkeyKing,Ahri,Xerath,Pantheon,0
3077,NA1_5035062582,NA1,ARAM,UNRANKED,14.13.598.9749,Zac,Veigar,Brand,Jinx,Lulu,Tristana,Syndra,Skarner,MissFortune,Yasuo,0
3078,NA1_5034927093,NA1,ARAM,UNRANKED,14.13.598.9749,Darius,Nilah,Smolder,Azir,Sylas,Pyke,Vladimir,Lux,Yasuo,Chogath,1
3079,NA1_5034905010,NA1,ARAM,GOLD I,14.13.598.9749,Rumble,Kindred,Milio,Senna,Morgana,Nami,KogMaw,Annie,Udyr,Ezreal,0
3080,NA1_5034852330,NA1,ARAM,UNRANKED,14.13.598.9749,AurelionSol,Zyra,Volibear,FiddleSticks,Karthus,Tristana,Kayle,Swain,Shaco,Gragas,0
3081,NA1_5034841336,NA1,ARAM,UNRANKED,14.13.598.9749,Zac,Zilean,Yasuo,Senna,Jinx,Nunu,Tryndamere,Kalista,Urgot,Lux,1
3082,NA1_5034813918,NA1,ARAM,UNRANKED,14.13.598.9749,Morgana,Nasus,Blitzcrank,Jhin,Ashe,Nilah,Maokai,Karthus,Soraka,Yasuo,1
3083,NA1_5034767915,NA1,ARAM,UNRANKED,14.13.598.9749,Nautilus,Jinx,Samira,Swain,Mordekaiser,Senna,Malzahar,MasterYi,Blitzcrank,Leblanc,1
3084,NA1_5034699208,NA1,ARAM,UNRANKED,14.13.598.9749,Naafiri,Zilean,Zoe,TwistedFate,Chogath,Kassadin,Yorick,Tryndamere,Gwen,Ziggs,1
3085,NA1_5034687075,NA1,ARAM,EMERALD IV,14.13.598.9749,Samira,Sivir,Lux,Taliyah,Chogath,Akshan,Aphelios,LeeSin,Tristana,Nidalee,0
3086,NA1_5034678778,NA1,ARAM,UNRANKED,14.13.598.9749,Yone,Vladimir,Ryze,Lulu,Chogath,Karma,Ahri,Draven,Gnar,MasterYi,1
3087,NA1_5034541518,NA1,ARAM,BRONZE IV,14.13.598.9749,Smolder,Singed,Rell,TwistedFate,Taliyah,Ezreal,LeeSin,Lux,Kennen,Teemo,0
3088,NA1_5034535971,NA1,ARAM,SILVER IV,14.13.598.9749,Senna,Anivia,Draven,Swain,Veigar,Aatrox,Velkoz,Heimerdinger,Lux,Jinx,1
3089,NA1_5035385993,NA1,ARAM,UNRANKED,14.13.598.9749,Lux,Azir,Braum,Zed,Vayne,Ivern,Kayle,Kaisa,Yone,Nami,0
3090,NA1_5035379909,NA1,ARAM,PLATINUM III,14.13.598.9749,Xerath,Kaisa,Nautilus,Amumu,Draven,Aatrox,KSante,Pyke,Ahri,MissFortune,1
3091,NA1_5035369226,NA1,ARAM,UNRANKED,14.13.598.9749,Draven,Morgana,Thresh,Veigar,Swain,Urgot,Zilean,Gangplank,Twitch,Pyke,0
3092,NA1_5035364196,NA1,ARAM,UNRANKED,14.13.598.9749,JarvanIV,Zac,Morgana,Lux,LeeSin,Leona,Ornn,Sivir,Xayah,Volibear,0
3093,NA1_5035361177,NA1,ARAM,GRANDMASTER I,14.13.598.9749,Tristana,Morgana,Brand,Renata,Qiyana,Akshan,Illaoi,TahmKench,Katarina,Evelynn,0
3094,NA1_5035325094,NA1,ARAM,UNRANKED,14.13.598.9749,Lulu,Quinn,Soraka,Belveth,Leona,Yone,Swain,Jinx,Briar,Shen,0
3095,NA1_5035322350,NA1,ARAM,UNRANKED,14.13.598.9749,Amumu,Kayle,Jinx,Teemo,Jayce,Swain,Thresh,Kaisa,Ashe,Zac,1
3096,NA1_5035320817,NA1,ARAM,GOLD III,14.13.598.9749,Caitlyn,Smolder,Senna,Syndra,Ziggs,Lux,Kindred,AurelionSol,Galio,Evelynn,1
4355,NA1_5030679411,NA1,CLASSIC,EMERALD III,14.13.596.7996,Volibear,Nocturne,Heimerdinger,Jinx,Nami,Renekton,Vi,Viktor,Jhin,Thresh,0
3098,NA1_5035300620,NA1,ARAM,UNRANKED,14.13.598.9749,Singed,Nasus,Aphelios,Vayne,Karthus,AurelionSol,Malphite,TwistedFate,Leona,Jinx,0
3099,NA1_5035295646,NA1,ARAM,UNRANKED,14.13.598.9749,Nami,Bard,Skarner,Vayne,Ziggs,Neeko,Garen,Diana,Tryndamere,Lucian,0
3100,NA1_5035211208,NA1,ARAM,UNRANKED,14.13.598.9749,Aatrox,AurelionSol,Urgot,Lucian,Teemo,Jax,Riven,Draven,Katarina,Heimerdinger,1
3101,NA1_5035199004,NA1,ARAM,EMERALD I,14.13.598.9749,Graves,Twitch,Varus,Viktor,FiddleSticks,Viego,Morgana,Kaisa,Fiora,Bard,0
3102,NA1_5035189870,NA1,ARAM,UNRANKED,14.13.598.9749,Illaoi,Jinx,Morgana,Kassadin,Volibear,Ekko,Kennen,Renekton,Sett,MissFortune,0
3103,NA1_5035167603,NA1,ARAM,UNRANKED,14.13.598.9749,LeeSin,Katarina,Tryndamere,Illaoi,Brand,Zeri,Kindred,Chogath,Ezreal,Vayne,0
3104,NA1_5035159193,NA1,ARAM,BRONZE IV,14.13.598.9749,Khazix,Karma,Graves,Pantheon,XinZhao,Caitlyn,Shaco,Nunu,TahmKench,Aphelios,1
3105,NA1_5035146189,NA1,ARAM,SILVER I,14.13.598.9749,XinZhao,Kaisa,Mordekaiser,Vex,Teemo,Ashe,Vayne,Gnar,Brand,Qiyana,1
3106,NA1_5035030792,NA1,ARAM,UNRANKED,14.13.598.9749,Blitzcrank,Chogath,Orianna,Caitlyn,Viego,Malzahar,Brand,Velkoz,Twitch,Ryze,1
3107,NA1_5034995747,NA1,CLASSIC,UNRANKED,14.13.598.9749,Gwen,Vi,Zed,Ashe,Lux,Poppy,Zyra,Galio,Lucian,Velkoz,0
3108,NA1_5034965481,NA1,ARAM,UNRANKED,14.13.598.9749,JarvanIV,Caitlyn,Jayce,Singed,Camille,Nami,Nasus,Khazix,Hwei,MissFortune,1
3109,NA1_5035510354,NA1,ARAM,UNRANKED,14.13.598.9749,Caitlyn,Poppy,Xerath,Viego,Heimerdinger,Udyr,Smolder,Malzahar,Khazix,Garen,0
3110,NA1_5035503100,NA1,ARAM,UNRANKED,14.13.598.9749,Galio,MissFortune,LeeSin,Akshan,Nilah,Veigar,Zoe,Vayne,Mordekaiser,Nami,0
3111,NA1_5035478675,NA1,ARAM,UNRANKED,14.13.598.9749,Riven,Nasus,Soraka,Ezreal,Varus,Kindred,Sona,Lux,Anivia,Lulu,0
3112,NA1_5035475821,NA1,ARAM,UNRANKED,14.13.598.9749,Braum,Rumble,Vayne,Nocturne,Varus,Akshan,Jhin,Pantheon,Lissandra,Kaisa,1
3113,NA1_5035462946,NA1,ARAM,UNRANKED,14.13.598.9749,Swain,Smolder,Renekton,Sion,Vladimir,LeeSin,Lux,Malphite,Graves,Neeko,0
3114,NA1_5035452887,NA1,ARAM,UNRANKED,14.13.598.9749,Diana,Lucian,Yasuo,Malzahar,Vex,Sylas,Ezreal,Cassiopeia,Kayle,Rakan,1
3115,NA1_5035440212,NA1,ARAM,UNRANKED,14.13.598.9749,Vex,Gnar,Kalista,Malphite,Janna,Vladimir,Sivir,Chogath,Brand,TwistedFate,0
3116,NA1_5035426580,NA1,ARAM,UNRANKED,14.13.598.9749,Zyra,Galio,Vex,MonkeyKing,Lucian,Akshan,Janna,Urgot,Thresh,Karma,1
3117,NA1_5035422906,NA1,ARAM,UNRANKED,14.13.598.9749,Pyke,Seraphine,Senna,Jhin,Xerath,Graves,Caitlyn,Orianna,Maokai,Khazix,0
3118,NA1_5035406242,NA1,ARAM,PLATINUM IV,14.13.598.9749,Vex,Nasus,Blitzcrank,Amumu,MissFortune,Kennen,Swain,Olaf,Malzahar,Sion,0
3119,NA1_5035401794,NA1,ARAM,PLATINUM III,14.13.598.9749,Diana,TwistedFate,Thresh,Darius,MasterYi,Kassadin,Twitch,DrMundo,Ezreal,Nidalee,0
3120,NA1_5035384506,NA1,ARAM,UNRANKED,14.13.598.9749,Blitzcrank,Sona,Kalista,Talon,Malzahar,Diana,Milio,Graves,Chogath,Karthus,1
3121,NA1_5035375239,NA1,ARAM,PLATINUM IV,14.13.598.9749,Lucian,Vi,Twitch,Jayce,Brand,Vayne,Shaco,Cassiopeia,Garen,Gragas,1
3122,NA1_5035368403,NA1,ARAM,SILVER III,14.13.598.9749,Yorick,Jax,Thresh,Tristana,Pantheon,Karma,Darius,Cassiopeia,Hwei,Sett,1
3123,NA1_5035357689,NA1,ARAM,UNRANKED,14.13.598.9749,Veigar,Seraphine,Hwei,Varus,Ahri,Nidalee,Kayle,Mordekaiser,Caitlyn,Nocturne,0
3124,NA1_5035356228,NA1,ARAM,GOLD III,14.13.598.9749,Malzahar,Karma,Leona,Hwei,Graves,MasterYi,TwistedFate,Shaco,Gragas,Rakan,0
4323,NA1_5032640416,NA1,CLASSIC,DIAMOND III,14.13.598.9749,Kayle,Diana,Yasuo,Kaisa,Thresh,DrMundo,Zac,Ahri,Jhin,Pyke,1
3126,NA1_5035336071,NA1,ARAM,UNRANKED,14.13.598.9749,KogMaw,JarvanIV,Ziggs,Mordekaiser,Aatrox,Lux,Lillia,Thresh,Jhin,Graves,1
3127,NA1_5035328079,NA1,ARAM,GOLD II,14.13.598.9749,Kayle,Veigar,Xerath,Singed,Lux,Seraphine,Sylas,Graves,Aphelios,TwistedFate,0
3128,NA1_5035325224,NA1,ARAM,PLATINUM IV,14.13.598.9749,Gnar,Kindred,Amumu,Kalista,Janna,Ziggs,Twitch,Garen,Morgana,Mordekaiser,1
4356,NA1_5030647517,NA1,CLASSIC,EMERALD III,14.13.596.7996,Nasus,Sejuani,Heimerdinger,Jinx,Sona,Kennen,Ekko,Karma,Smolder,Poppy,0
3130,NA1_5035306296,NA1,ARAM,UNRANKED,14.13.598.9749,Yasuo,Annie,Lucian,Quinn,Nunu,Nasus,TahmKench,MissFortune,Caitlyn,Ekko,0
3131,NA1_5034705782,NA1,ARAM,UNRANKED,14.13.598.9749,RekSai,Malzahar,Akshan,Ekko,Kindred,Twitch,Draven,Annie,Ornn,Orianna,0
3132,NA1_5034039982,NA1,ARAM,UNRANKED,14.13.598.9749,Jayce,Nautilus,Ahri,Ezreal,Janna,Sona,Ashe,Vex,Senna,Akshan,0
3133,NA1_5033458975,NA1,ARAM,UNRANKED,14.13.598.9749,Gragas,JarvanIV,MissFortune,Twitch,Kaisa,Pyke,Heimerdinger,Sivir,Anivia,Darius,1
3134,NA1_5033445533,NA1,ARAM,UNRANKED,14.13.598.9749,Annie,Aphelios,Kaisa,Briar,Caitlyn,Katarina,Milio,Darius,Renekton,MissFortune,1
3135,NA1_5033439585,NA1,ARAM,UNRANKED,14.13.598.9749,Samira,Zoe,KogMaw,Azir,Nasus,Anivia,Blitzcrank,Sivir,Heimerdinger,Lux,0
3136,NA1_5032837325,NA1,ARAM,UNRANKED,14.13.598.9749,Khazix,Zeri,Caitlyn,DrMundo,Malzahar,Hwei,Vex,Warwick,Fizz,Varus,1
3137,NA1_5032831366,NA1,ARAM,UNRANKED,14.13.598.9749,AurelionSol,Leblanc,Yasuo,Heimerdinger,Fiora,Vladimir,Pantheon,Zeri,Twitch,Soraka,1
3138,NA1_5032223503,NA1,ARAM,UNRANKED,14.13.598.9749,Annie,Jhin,Rammus,Teemo,Vladimir,Nilah,Swain,Chogath,Yuumi,Ekko,1
3139,NA1_5031611455,NA1,ARAM,UNRANKED,14.13.598.9749,Lux,Zac,Teemo,Jhin,Lissandra,Nidalee,Cassiopeia,Darius,Xayah,Briar,0
3140,NA1_5031610964,NA1,ARAM,UNRANKED,14.13.598.9749,Viego,Annie,Thresh,KogMaw,MissFortune,Hecarim,Ezreal,Ornn,Sona,Shyvana,1
3141,NA1_5031005421,NA1,ARAM,UNRANKED,14.13.596.7996,Tristana,Nocturne,Darius,Graves,Velkoz,Fizz,Rumble,Gwen,Belveth,Volibear,0
3142,NA1_5030347119,NA1,ARAM,UNRANKED,14.13.596.7996,Malzahar,Maokai,Karma,FiddleSticks,Rakan,Aphelios,Fizz,Milio,Pantheon,Akshan,0
4385,NA1_5033104737,NA1,CLASSIC,EMERALD IV,14.13.598.9749,Heimerdinger,Braum,Yorick,Caitlyn,Udyr,Blitzcrank,Lucian,Tristana,Azir,Amumu,1
3144,NA1_5035308963,NA1,ARAM,BRONZE II,14.13.598.9749,Ashe,Tryndamere,Kayn,Pyke,Viktor,TwistedFate,Syndra,Ekko,Garen,Varus,1
3145,NA1_5035304789,NA1,ARAM,UNRANKED,14.13.598.9749,FiddleSticks,Ezreal,Karma,Varus,Aatrox,Janna,JarvanIV,Heimerdinger,Zeri,Shaco,0
3146,NA1_5035299091,NA1,ARAM,UNRANKED,14.13.598.9749,KSante,Zed,Nautilus,Sona,Leblanc,Aphelios,MonkeyKing,Teemo,Poppy,Varus,1
3147,NA1_5035290696,NA1,ARAM,UNRANKED,14.13.598.9749,Ezreal,Pantheon,Karma,Trundle,Sylas,Urgot,Ashe,Caitlyn,Vladimir,Galio,1
3148,NA1_5035290389,NA1,ARAM,UNRANKED,14.13.598.9749,Amumu,Tryndamere,Senna,Rumble,Alistar,Tristana,Nautilus,Ziggs,Riven,FiddleSticks,1
3149,NA1_5035287212,NA1,ARAM,UNRANKED,14.13.598.9749,Kennen,Warwick,Swain,Urgot,Malphite,Ezreal,Caitlyn,Morgana,Zyra,AurelionSol,0
3150,NA1_5032949191,NA1,ARAM,UNRANKED,14.13.598.9749,Annie,Jhin,Lillia,Renata,Lucian,Ashe,Nami,Velkoz,Udyr,Sivir,0
3151,NA1_5032932574,NA1,ARAM,UNRANKED,14.13.598.9749,Zilean,MasterYi,Caitlyn,Karma,Lissandra,Quinn,Ryze,Lux,Xayah,Lucian,1
3152,NA1_5032922533,NA1,ARAM,UNRANKED,14.13.598.9749,Vayne,Sylas,Ezreal,Vladimir,Katarina,Smolder,Nidalee,Talon,Fiora,Yuumi,0
3153,NA1_5032915998,NA1,ARAM,UNRANKED,14.13.598.9749,MissFortune,KogMaw,Swain,Neeko,Volibear,AurelionSol,Ziggs,Galio,Jayce,Amumu,1
3154,NA1_5032901282,NA1,ARAM,GOLD IV,14.13.598.9749,Ziggs,Orianna,Smolder,Soraka,Twitch,Maokai,Qiyana,Morgana,KogMaw,Zyra,0
3155,NA1_5032892276,NA1,ARAM,UNRANKED,14.13.598.9749,Kennen,Lulu,Milio,Yasuo,Garen,Soraka,Akali,FiddleSticks,Chogath,Shyvana,0
3156,NA1_5032886804,NA1,ARAM,UNRANKED,14.13.598.9749,Blitzcrank,Renekton,Velkoz,Mordekaiser,Katarina,Thresh,Jhin,Vi,Sona,Riven,0
3157,NA1_5032870506,NA1,ARAM,UNRANKED,14.13.598.9749,Taric,Lucian,Riven,Teemo,Lux,Darius,Vex,Karma,XinZhao,MissFortune,1
3158,NA1_5032861442,NA1,ARAM,UNRANKED,14.13.598.9749,Zeri,Taliyah,Alistar,Akshan,Velkoz,Annie,Smolder,Warwick,Quinn,Katarina,0
3159,NA1_5032854562,NA1,ARAM,PLATINUM III,14.13.598.9749,Khazix,Akshan,Morgana,Graves,Veigar,Irelia,Zilean,Rell,Ryze,Udyr,0
3160,NA1_5032833403,NA1,ARAM,UNRANKED,14.13.598.9749,Twitch,Fizz,Swain,Katarina,Bard,Khazix,KogMaw,Malphite,Ivern,Lux,1
3161,NA1_5032828317,NA1,ARAM,UNRANKED,14.13.598.9749,Belveth,Rammus,Jhin,Naafiri,Katarina,Draven,Tristana,Janna,Akali,Singed,1
3162,NA1_5032825972,NA1,ARAM,UNRANKED,14.13.598.9749,Xerath,Nami,Darius,Hwei,Kalista,Velkoz,Jhin,Poppy,Shaco,Graves,0
3163,NA1_5035499318,NA1,ARAM,PLATINUM III,14.13.598.9749,Orianna,Twitch,Kayle,Leblanc,Vi,Camille,Hwei,Seraphine,KogMaw,Sivir,1
3164,NA1_5035490236,NA1,ARAM,UNRANKED,14.13.598.9749,Velkoz,Kayle,Ivern,Orianna,Caitlyn,Morgana,Skarner,Volibear,Jhin,Thresh,0
3165,NA1_5035476689,NA1,ARAM,UNRANKED,14.13.598.9749,Ryze,Janna,Yuumi,Rell,Karma,Viktor,Blitzcrank,Jinx,Ahri,Corki,1
3166,NA1_5035348169,NA1,ARAM,UNRANKED,14.13.598.9749,Nautilus,Kalista,Samira,Xayah,Shaco,Shyvana,Neeko,Ahri,Milio,Lucian,1
3167,NA1_5035340177,NA1,ARAM,UNRANKED,14.13.598.9749,AurelionSol,Janna,Senna,Syndra,Viktor,Zac,Nidalee,Akshan,Nami,Lux,1
3168,NA1_5035324134,NA1,ARAM,UNRANKED,14.13.598.9749,Pantheon,Neeko,Orianna,Talon,Rakan,Senna,Shaco,Kalista,Ivern,Lulu,1
3169,NA1_5035313622,NA1,ARAM,UNRANKED,14.13.598.9749,TahmKench,Ezreal,Ziggs,MissFortune,Kalista,Ivern,Janna,Akshan,Kindred,Vex,0
4324,NA1_5032611434,NA1,CLASSIC,DIAMOND III,14.13.598.9749,Ornn,Viego,Viktor,Twitch,Urgot,Darius,XinZhao,Ahri,Kaisa,Pantheon,0
3171,NA1_5035084017,NA1,CLASSIC,PLATINUM III,14.13.598.9749,Pantheon,Ivern,Vayne,Neeko,Rakan,Gragas,Zac,Sett,Jhin,Nunu,0
3172,NA1_5035059780,NA1,CLASSIC,EMERALD II,14.13.598.9749,Smolder,RekSai,Katarina,Tryndamere,Yuumi,Nasus,Ekko,Gwen,Aphelios,Renata,0
3173,NA1_5035008527,NA1,CLASSIC,BRONZE I,14.13.598.9749,Sejuani,Gragas,Yone,Lucian,Milio,Akshan,Briar,Veigar,Xayah,Leona,1
3174,NA1_5034978642,NA1,CLASSIC,BRONZE I,14.13.598.9749,Garen,Ivern,Syndra,Jinx,Seraphine,Nasus,Shyvana,Lux,Ahri,Ashe,0
3175,NA1_5034971748,NA1,ARAM,DIAMOND IV,14.13.598.9749,Neeko,Mordekaiser,Briar,Veigar,Twitch,Viktor,Kennen,Braum,Vayne,Sona,1
3176,NA1_5034962281,NA1,ARAM,UNRANKED,14.13.598.9749,Taric,Jax,Nautilus,Ezreal,Aatrox,Sett,Lucian,Hwei,Akshan,Syndra,1
3177,NA1_5034951819,NA1,ARAM,UNRANKED,14.13.598.9749,Vi,Zed,Varus,Viktor,Lulu,Nami,Fiora,Aphelios,Aatrox,Katarina,0
3178,NA1_5034933476,NA1,ARAM,UNRANKED,14.13.598.9749,Talon,Warwick,TwistedFate,Lux,Pantheon,Thresh,Vayne,Zoe,Xayah,Shyvana,1
3179,NA1_5034350114,NA1,CLASSIC,SILVER I,14.13.598.9749,Mordekaiser,Nunu,Syndra,Zeri,Zyra,Trundle,Volibear,Gangplank,Lucian,Milio,1
3180,NA1_5034337769,NA1,CLASSIC,GOLD III,14.13.598.9749,Kayle,Diana,Yasuo,Ezreal,Yuumi,Malphite,Pantheon,Rumble,Caitlyn,Milio,1
6304,NA1_5035051656,NA1,CLASSIC,CHALLENGER I,14.13.598.9749,Yone,Belveth,Vladimir,Ezreal,Rakan,MonkeyKing,Ekko,Akshan,Kaisa,Soraka,1
3182,NA1_5035457740,NA1,ARAM,UNRANKED,14.13.598.9749,Jhin,Kaisa,Gwen,Akshan,Rakan,Nilah,Senna,Neeko,Galio,Zyra,1
3183,NA1_5035444098,NA1,ARAM,UNRANKED,14.13.598.9749,FiddleSticks,Jhin,Akali,Lux,Braum,Volibear,Yone,Bard,Blitzcrank,Maokai,0
3184,NA1_5035437829,NA1,ARAM,UNRANKED,14.13.598.9749,Braum,Lillia,Varus,Milio,Tristana,TahmKench,Jayce,AurelionSol,Singed,Swain,0
3185,NA1_5035416907,NA1,ARAM,EMERALD I,14.13.598.9749,Malzahar,Morgana,Kennen,Zed,KSante,Karma,Nunu,Lulu,Ezreal,Lucian,0
3186,NA1_5035400517,NA1,ARAM,UNRANKED,14.13.598.9749,MasterYi,Thresh,Riven,Katarina,Morgana,Nami,TahmKench,Malzahar,Ashe,Swain,1
3187,NA1_5035393520,NA1,ARAM,UNRANKED,14.13.598.9749,Caitlyn,Hwei,Graves,Sejuani,Bard,Lillia,Senna,JarvanIV,Orianna,Poppy,1
3188,NA1_5035383553,NA1,ARAM,UNRANKED,14.13.598.9749,Khazix,Poppy,Briar,Jayce,Velkoz,Orianna,JarvanIV,Ekko,Swain,Veigar,0
3189,NA1_5035379878,NA1,ARAM,DIAMOND IV,14.13.598.9749,Sett,Teemo,KogMaw,Jhin,Lux,Annie,FiddleSticks,Sylas,Khazix,Poppy,0
3190,NA1_5035368363,NA1,ARAM,GOLD I,14.13.598.9749,Irelia,Lissandra,Xerath,Malzahar,Yone,Smolder,Akshan,Trundle,Nautilus,Heimerdinger,1
3191,NA1_5035364953,NA1,ARAM,GOLD I,14.13.598.9749,Riven,Yone,Lux,TwistedFate,Malzahar,Blitzcrank,XinZhao,Vladimir,Xerath,Akali,0
3192,NA1_5035353693,NA1,ARAM,UNRANKED,14.13.598.9749,Ahri,Twitch,Malphite,Nidalee,Smolder,Veigar,Lux,Qiyana,Hecarim,Vayne,0
3193,NA1_5035353923,NA1,ARAM,UNRANKED,14.13.598.9749,Senna,Tryndamere,Shaco,Annie,Singed,Malphite,Garen,Varus,Zeri,Yorick,1
3194,NA1_5035336382,NA1,ARAM,UNRANKED,14.13.598.9749,Ekko,DrMundo,Rengar,Ashe,Teemo,Nautilus,Nilah,Darius,Seraphine,Vayne,1
3195,NA1_5035330381,NA1,ARAM,UNRANKED,14.13.598.9749,JarvanIV,Jayce,Hwei,Neeko,AurelionSol,Zed,DrMundo,Jinx,Galio,Lulu,1
3196,NA1_5035323318,NA1,ARAM,UNRANKED,14.13.598.9749,Mordekaiser,Nami,Galio,Ornn,Aphelios,Renekton,Brand,Leona,Qiyana,Vi,1
4386,NA1_5033080645,NA1,CLASSIC,PLATINUM IV,14.13.598.9749,Karthus,Udyr,Heimerdinger,Ashe,Lulu,Jinx,Rammus,Hwei,Kayle,Blitzcrank,1
4407,NA1_5029873530,NA1,CLASSIC,DIAMOND III,14.13.596.7996,Gwen,Viego,Ahri,Tristana,Rakan,Shen,Briar,Hwei,KogMaw,Lulu,1
3199,NA1_5035309813,NA1,ARAM,UNRANKED,14.13.598.9749,Gnar,Corki,Sejuani,Pyke,Senna,Leona,Kayle,Nami,Draven,Zyra,0
3200,NA1_5034686850,NA1,ARAM,SILVER III,14.13.598.9749,Ashe,Jayce,Kayle,Trundle,Hwei,Ziggs,Gwen,Vayne,LeeSin,Zoe,1
